,pid1,pid2,cnt,throughput_avg,throughput_std,total_bytes,total_timespent,city1,city2,fips_code1,fips_code2,continent_code1,continent_code2,isp1,isp2,min_ts,max_ts,cnt_neighbour
7011,98cd67f7-ed98-4cb8-aac1-63b45fe02c52,f0c5fdbe-35ff-4f44-bf38-301804f4e1be,3,288.72092807351703,120.47153039805464,3941608,14999,Granada,Columbus,SP,US,Southern Europe,Northern America,Vodafone Spain,WideOpenWest,2020-07-03 21:28:29.351000+00:00,2020-07-03 21:40:23.661000+00:00,15
19,016d731f-fea7-4acd-9812-3e55e00f7372,ed0fb2ce-84c3-40ca-83db-49e67ac69452,9,295.1749336266384,42.64990424222416,11710520,40400,Astrakhan,Tavira,RS,PO,Eastern Europe,Southern Europe,Nizhnevolzhskie Telecommunication Networks Real LL,"Nos Comunicacoes, S.A.",2020-07-03 00:11:29.423000+00:00,2020-07-03 00:53:52.970000+00:00,13
7308,9f65946a-5fb1-4b01-aba2-c2a5659c7433,f384cb56-edec-4f05-8548-4748a48dfbb9,15,319.9218255766911,111.40407599998471,18595080,63832,Geneva,Amsterdam,SZ,NL,Western Europe,Western Europe,K-SYS SA,Euronet Communications B.V.,2020-07-03 00:06:45.232000+00:00,2020-07-03 01:14:21.220000+00:00,9
6722,94b280c7-e64f-4017-8562-ff92668f5ef5,5e07557b-9d86-4d87-b654-61bfe2006b3f,17,951.8917840581238,295.6420226629824,22097144,25600,Belfast,Watermael-Boitsfort,UK,BE,Northern Europe,Western Europe,TalkTalk,Scarlet Belgium,2020-07-03 21:23:41.242000+00:00,2020-07-03 21:31:59.534000+00:00,19
9787,d7a6196c-082c-437d-bcdc-12ddd032140c,d4f7334e-e067-46ae-9954-4c8369962de9,11,244.57290045959843,37.1730805810954,14358312,59935,Karlsruhe,Raleigh,GM,US,Western Europe,Northern America,Unitymedia,Spectrum,2020-07-03 20:57:13.161000+00:00,2020-07-03 21:34:08.585000+00:00,9
3836,528d0422-f353-4322-904f-6f45147838fd,809e4e44-19b3-4640-a726-a0aa8b91a08e,186,507.2635068161925,173.47023277954074,240345968,558894,Temara,Tangier,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 20:04:09.560000+00:00,2020-07-03 20:42:01.145000+00:00,6
128,02e0eb94-e7f3-47e1-a777-cf482fc9ccee,bfe91e1d-72ac-4daa-ab02-2991e85aac63,54,96.33307815570586,22.34760067486564,24291856,264648,Casablanca,Barcelona,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Orange Espana,2020-07-03 14:04:13.371000+00:00,2020-07-03 15:11:19.370000+00:00,9
2687,3b758b85-4b8e-4c1f-9564-92cf8c9a0c61,edee93a3-7e50-411d-bcb1-7f3b5753cb37,3,207.0065659182915,11.562511659236222,3884456,18805,New York,Bonn,US,GM,Northern America,Western Europe,M247 Ltd,O2 Deutschland,2020-07-03 16:04:44.990000+00:00,2020-07-03 16:46:42.357000+00:00,32
7281,9ec90b92-1a80-46b5-a81b-01e812d45795,d788e3d9-d6cd-44ac-aa26-5bcb6e00aca1,27,381.7891929263093,111.45979103599295,34755560,97861,Düsseldorf,Torrejón de Ardoz,GM,SP,Western Europe,Southern Europe,Vodafone DSL,Orange Espana,2020-07-03 22:11:51.855000+00:00,2020-07-03 23:08:05.160000+00:00,12
9147,c8be0e12-041a-492f-9f77-068b14ede858,9e52360a-7b35-46e3-a313-b60cb447f28a,13,76.91523359007775,5.55521339004092,5807320,75845,Beni Mellal,Rabat,MO,MO,Northern Africa,Northern Africa,Maroc Telecom ADSL,Maroc Telecom,2020-07-03 13:01:04.709000+00:00,2020-07-03 13:06:33.552000+00:00,16
3014,4067b1d6-b48a-47b1-926d-de3ad347975e,71cbeaf6-b397-48a6-96e4-2fe5d3e457ec,16,341.81003892942624,122.86213818238413,20680000,66842,Beni Mellal,Agadir,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom ADSL,2020-07-03 18:36:42.147000+00:00,2020-07-03 18:39:40.501000+00:00,9
7779,a6943ac2-f0d4-40e5-9efd-de8e68707262,8470b79e-8f58-45b8-b9b4-926f7fd334c7,5,176.21314387998646,47.85591112028855,846752,5318,Paris,Montpellier,FR,FR,Western Europe,Western Europe,SFR,Bouygues Telecom,2020-07-03 11:46:26.548000+00:00,2020-07-03 11:49:41.370000+00:00,6
6244,8ba29f4d-40a1-48fb-b110-bcafa531ca92,34853c9d-85e7-42d3-8819-6991c59ba1c4,12,207.6368987496082,101.23263868134141,7052256,38070,Rabat,Cardiff,MO,UK,Northern Africa,Northern Europe,Maroc Telecom,Virgin Media,2020-07-03 16:19:02.437000+00:00,2020-07-03 16:59:29.719000+00:00,27
7507,a178bfc7-ff8e-409a-90c3-6f3eda3b4b52,2824d858-9824-4087-a1a2-c58242471b46,121,310.1326664907226,83.28393460803203,155664376,536986,Quincy,Brussels,US,BE,Northern America,Western Europe,Comcast Cable,Proximus Pickx,2020-07-03 00:12:45.493000+00:00,2020-07-03 00:55:32.872000+00:00,10
5082,6d164dcd-1cf8-4c5e-acba-a80078e7693a,ff0b2988-9c6b-4887-8d89-b23d160e53ab,4,553.3097872519709,293.7579833184774,5292576,11614,Essaouira,Rabat,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 21:26:37.049000+00:00,2020-07-03 21:26:59.450000+00:00,77
6256,8ba29f4d-40a1-48fb-b110-bcafa531ca92,a3fc909e-8f74-4d96-a5e8-89da03d76278,12,359.67057164312405,101.63908522946014,15519776,46390,Rabat,Staranzano,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,Telecom Italia Business,2020-07-03 17:43:21.263000+00:00,2020-07-03 17:46:01.552000+00:00,27
1134,1bf23f16-7110-44c0-9d3b-bac68df82729,071cc8ed-610d-41c3-9241-d2345b2f4abe,4,290.2177795557057,89.75527502226814,5045920,18595,Temara,Romelanda,MO,SW,Northern Africa,Northern Europe,Maroc Telecom,Hi3G Access AB,2020-07-03 16:34:44.432000+00:00,2020-07-03 16:56:38.965000+00:00,6
9346,ce83dd3a-db8b-40fd-b79e-ab6c6fc7ee54,375dec1e-3c2d-4d2b-aa1a-3851c2340d89,28,548.688904220387,168.8495682531866,35914016,72437,Potsdam,Dublin,GM,EI,Western Europe,Northern Europe,Deutsches Forschungsnetz,Virgin Media Ireland,2020-07-03 11:40:37.171000+00:00,2020-07-03 12:14:22.236000+00:00,8
2510,38ee53ff-c4ee-4604-b095-9fc50a3724bd,3bf5660f-6b3c-41b1-9890-0555edfc93a8,18,505.23579649959026,146.25875720253643,23189424,50129,Casablanca,Ciney,MO,BE,Northern Africa,Western Europe,Orange Morocco,Scarlet Belgium,2020-07-03 22:56:46.686000+00:00,2020-07-03 23:11:01.298000+00:00,17
1236,1d427a2a-9c88-405d-b787-edb83fad18e3,bc81c0d1-d368-4f77-b6aa-6928e0a253e9,118,263.7536536710125,37.99955145072608,152381520,589407,Cincinnati,Zwolle,US,NL,Northern America,Western Europe,Spectrum,T-Mobile Thuis,2020-07-03 15:59:46.483000+00:00,2020-07-03 16:16:27.054000+00:00,10
6593,92c989e9-f432-4299-9c0b-e17b0d83bd95,797e8990-88c2-4de1-829b-5b6377f82f35,8,763.9222358869264,361.1805116252893,10392640,16532,Paris,Tours,FR,FR,Western Europe,Western Europe,Free SAS,SFR,2020-07-03 17:44:25.796000+00:00,2020-07-03 17:49:55.678000+00:00,20
9511,d1d95a6d-1a69-4ade-879a-3edde68763ae,65a7cc99-a4b1-41fc-8174-c725df259678,2,524.314614086936,26.43173184487445,2563568,4896,Casablanca,Frankfurt am Main,MO,GM,Northern Africa,Western Europe,Maroc Telecom ADSL,Unitymedia,2020-07-03 17:24:04.427000+00:00,2020-07-03 17:24:06.903000+00:00,11
7223,9d8476c5-616e-4a4e-93a0-2da4f51b0534,a3b46e8e-7bc4-41b0-beef-97041201b441,94,725.6025160585641,296.1827438560427,121266768,192644,Leiderdorp,Brussels,NL,BE,Western Europe,Western Europe,KPN,Proximus Pickx,2020-07-03 21:01:35.483000+00:00,2020-07-03 21:31:12.559000+00:00,7
6311,8c2dcbd1-fd4d-435f-835f-02b283c5cb76,111fe01d-c7b7-421d-896f-4dee55b77e65,3,307.6271650087023,66.53210668714489,3872424,13040,Tangier,Porto,MO,PO,Northern Africa,Southern Europe,Maroc Telecom,"Nos Comunicacoes, S.A.",2020-07-03 11:50:51.466000+00:00,2020-07-03 11:51:01.650000+00:00,15
343,0755bb37-0737-48b6-8fe1-a49f1b3cf26f,b68242df-cf14-409e-9368-be5060b69dfe,3,263.87906243722733,42.54475224183695,3821288,14715,Agadir,Seville,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Telefonica de Espana Static IP,2020-07-03 22:18:36.908000+00:00,2020-07-03 22:22:42.862000+00:00,18
6628,93323b8e-a61d-4c5e-9b39-affa6d842a3c,571386ae-fdc7-4717-84fe-90a2c2041f3d,7,192.40530507939897,83.50342137218584,3167048,20252,Laayoune,Milan,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,Telecom Italia,2020-07-03 17:46:38.634000+00:00,2020-07-03 17:47:18.462000+00:00,25
4950,6b8805fb-0d8c-430c-85ec-33dce18390aa,52061fe5-c5a1-4e3b-94e2-a3cbad8483be,51,466.43605010313314,138.78709977501066,66002664,154490,Hamburg,Brussels,GM,BE,Western Europe,Western Europe,Deutsche Telekom AG,Scarlet Belgium,2020-07-03 18:16:40.031000+00:00,2020-07-03 18:34:44.224000+00:00,10
1244,1d54e3df-466d-4c6a-b9e1-42500d9ada5c,5b74b29a-b306-467b-8263-c1a96772148d,42,458.07492611887545,112.68258571855782,53958256,125786,Casablanca,Paris,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Free SAS,2020-07-03 19:47:01.695000+00:00,2020-07-03 20:00:58.221000+00:00,11
9020,c681669b-48ac-414e-8542-03612c0620c5,d17101ca-984b-49d8-9311-de1a5b47233e,5,269.4381419238356,63.524916669714635,6324696,24410,Rotterdam,Liège,NL,BE,Western Europe,Western Europe,KPN,VOO,2020-07-03 22:05:04.255000+00:00,2020-07-03 22:13:26.393000+00:00,10
714,10937044-18ec-49c0-a230-c6694c58e9a4,73ff9d34-46f1-4132-93be-d29729843208,62,334.83244669717465,83.63662143008743,79930832,251896,Asnieres-sur-Seine,Libramont,FR,BE,Western Europe,Western Europe,Free SAS,Scarlet Belgium,2020-07-03 21:08:08.903000+00:00,2020-07-03 21:57:56.711000+00:00,6
1418,20af67d9-48de-495d-8e8c-8f0fdfe0c80f,879305b4-b96b-46c3-b7b6-fc3cb7f957b3,126,383.26845951799874,113.23912581284485,162109392,460065,Montreal,Montreal,CA,CA,Northern America,Northern America,Bell Canada,Virgin Mobile DSL,2020-07-03 14:49:12.088000+00:00,2020-07-03 15:30:44.455000+00:00,56
10476,e67d6019-4bda-41c3-835d-5a6680e41479,d4eaaada-0e2f-4753-830e-cbe5aff31b36,12,341.1931220741905,112.71673734511118,15414496,49224,Quincy,Dublin,US,EI,Northern America,Northern Europe,Comcast Cable,Virgin Media Ireland,2020-07-03 21:32:06.095000+00:00,2020-07-03 21:36:58.652000+00:00,7
10681,ec7f2b84-29ba-4f3c-badf-9742c6f681db,d937b98e-66c4-425d-964a-80051a1ca20c,42,115.79702467010156,42.96698260739457,18824816,185759,Rabat,Manage,MO,BE,Northern Africa,Western Europe,Maroc Telecom,Proximus Pickx,2020-07-03 22:10:44.004000+00:00,2020-07-03 22:30:14.036000+00:00,15
11146,f77e1b60-a9f5-4c05-bceb-c1ea2d498e75,2fbc4521-1644-44f6-bfa1-d4a94a757ea0,479,319.5693588572302,96.84551636234451,539072328,1728398,Toronto,Casablanca,CA,MO,Northern America,Northern Africa,Altima Telecom,Maroc Telecom,2020-07-03 09:02:32.453000+00:00,2020-07-03 10:26:04.488000+00:00,29
3375,48296064-cabd-4ec5-a5c6-8a224e0f0924,444b76fc-0ef0-44dd-8651-6e810982fa5d,3,335.04833423698875,26.327157586896863,3902504,11706,Tavira,Hayward,PO,US,Southern Europe,Northern America,"Nos Comunicacoes, S.A.",Comcast Cable,2020-07-03 23:30:22.762000+00:00,2020-07-03 23:30:35.470000+00:00,7
4770,6915a169-2684-4851-9607-af6853ceab41,97b992ee-852c-4f9e-bc0c-a266e1cbc94c,36,447.209136477864,217.84817087325814,46766880,122511,Paris,Brussels,FR,BE,Western Europe,Western Europe,Free SAS,Telenet,2020-07-03 09:48:49.460000+00:00,2020-07-03 10:26:00.871000+00:00,23
11239,f8813184-6414-47ea-be1b-280c9e19cafb,f0d8940c-1850-4fe8-877d-99ece90fc591,23,396.4510361557672,85.42246252548756,29814920,78845,Columbia,Denver,US,US,Northern America,Northern America,Spirit Communications,Comcast Cable,2020-07-03 01:41:55.324000+00:00,2020-07-03 02:26:36.291000+00:00,7
2413,37825cc2-0bd8-48a3-a73b-34059466dfc3,76061a23-86aa-4d37-b6a3-d1618e9c0147,4,188.85258255910273,20.573793993442955,1818336,9702,Strasbourg,Enschede,FR,NL,Western Europe,Western Europe,SFR,KPN,2020-07-03 19:47:56.365000+00:00,2020-07-03 19:48:35.661000+00:00,6
6579,9232ccf8-9653-4359-b65a-71a267c6a1bb,bd64bbe2-8ecd-4932-92bb-4f14d384d497,44,417.4423485669744,101.04319614991975,57003104,145289,Hollister,Brooklyn,US,US,Northern America,Northern America,Spectrum,Spectrum,2020-07-03 20:45:55.949000+00:00,2020-07-03 21:18:15.860000+00:00,7
8941,c51ab00d-2d84-409d-bb91-2f3f85633c02,97e3a1ea-7ab4-42e8-b391-605ccad3fcc8,8,89.99821159750827,15.201672532910859,3576512,40682,Nador,Sant Vicenç dels Horts,MO,SP,Northern Africa,Southern Europe,Maroc Telecom ADSL,Orange Espana,2020-07-03 20:21:36.865000+00:00,2020-07-03 20:24:46.873000+00:00,12
5271,7163ab3f-315c-4c88-8def-f574551eb486,00396ef3-aec5-44d4-88e5-68afd995dd48,5,279.20505580897765,105.07576514103224,5295960,20522,Casablanca,Birmingham,MO,UK,Northern Africa,Northern Europe,Maroc Telecom,Virgin Media,2020-07-03 21:52:09.002000+00:00,2020-07-03 21:53:50.941000+00:00,6
793,11ddf2a8-8eeb-4f59-8dc9-a00511aa06fd,22171a19-d2e8-47a7-ac86-4e13609ad69d,2,396.6364160867207,8.924311080738189,2617712,6600,Jacksonville,College Point,US,US,Northern America,Northern America,Comcast Cable,Spectrum,2020-07-03 00:59:51.805000+00:00,2020-07-03 01:03:56.463000+00:00,6
4254,5bd30595-be0f-4376-a7c2-c9054f1fe99c,1b5e5173-914d-4614-baab-576f19e12660,11,155.98300086043096,24.492115320741995,5412520,35159,Marrakesh,New Rochelle,MO,US,Northern Africa,Northern America,Maroc Telecom,Optimum Online,2020-07-03 16:47:56.981000+00:00,2020-07-03 16:49:12.646000+00:00,6
4478,5f96ba2b-5b7f-4be3-a592-de1b653ed1e3,059b12d4-1dfe-4008-998b-9cbd7cb95142,40,331.48045699456674,113.12171814498211,51779712,173168,New York,Kista,US,SW,Northern America,Northern Europe,RCN,Com Hem,2020-07-03 18:43:33.643000+00:00,2020-07-03 18:53:40.218000+00:00,26
83,01ea46fb-98a4-480d-b460-e56850962797,17d654c9-c5ab-41fa-9881-0d1f0e7eeda8,19,359.32879404066813,99.63415732197502,24477224,73634,Tangier,Getafe,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Telefonica de Espana,2020-07-03 16:50:42.015000+00:00,2020-07-03 17:14:39.015000+00:00,6
6796,962fbe5c-fc90-4aed-bbdf-86d88828e3b7,0d9f7531-6de1-41d5-9f81-fd81eef96f9a,4,291.9104309004258,64.69622700848193,5139168,18260,Seville,Jumet,SP,BE,Southern Europe,Western Europe,Telefonica de Espana,VOO,2020-07-03 18:37:25.668000+00:00,2020-07-03 18:37:54.138000+00:00,12
3914,54229679-ee0f-4b7c-9ff7-f444dc42df81,51e1ec69-192b-4c35-a52f-b1b622c5467d,351,383.2798979115535,114.53979821103704,452339656,1293630,Oslo,Cologne,NO,GM,Northern Europe,Western Europe,Get AS,NetCologne GmbH,2020-07-03 17:22:30.435000+00:00,2020-07-03 18:46:38.793000+00:00,19
7884,a9d0490b-0307-4d27-8127-a10effc628a1,16f5bcdb-c911-4d0e-88da-0715f05f501f,2,620.599703565473,178.0494929698017,2593648,4373,Lille,Wirral,FR,UK,Western Europe,Northern Europe,Bouygues Telecom,Sky Broadband,2020-07-03 22:09:00.717000+00:00,2020-07-03 22:09:02.554000+00:00,9
2467,38b3ae49-6c92-44a7-94e4-d29f03368fb1,79b7ea09-ed01-4eb2-8190-bff61996deb0,39,273.7817113229481,52.526688705629425,50040712,188427,Pilar de la Horadada,Doha,SP,QA,Southern Europe,Western Asia,"Concisa, Comunicacion, Marketing y Servicios S.L.",OOREDOO,2020-07-03 23:21:47.985000+00:00,2020-07-03 23:27:05.079000+00:00,35
10347,e34f9328-3df4-437e-86dd-f154c5864172,830f63b2-ddae-4e65-a234-c52ac01db5f9,10,353.80063221552666,57.80614508041323,12890032,37461,Salé,Arnhem,MO,NL,Northern Africa,Western Europe,Maroc Telecom,KPN,2020-07-03 19:18:23.933000+00:00,2020-07-03 19:18:56.672000+00:00,9
6128,88e15d6e-f47a-41bf-ab71-9bda292f910f,3b758b85-4b8e-4c1f-9564-92cf8c9a0c61,7,189.8759723203549,42.687778151695404,3158024,17749,Akron,New York,US,US,Northern America,Northern America,Spectrum,M247 Ltd,2020-07-03 20:36:20.371000+00:00,2020-07-03 20:40:25.716000+00:00,6
6064,86c3c9bc-2e3e-41fb-b613-fd316f5dd52a,df85059a-f1be-4de2-95cc-d3d746bd1a64,21,422.54236054162266,180.26815582365555,26977624,73889,Rabat,Mericourt,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Free SAS,2020-07-03 13:42:59.743000+00:00,2020-07-03 13:51:31.070000+00:00,8
8764,c0305145-e976-45b5-a1c4-9cf3d02765af,aac2b45a-496e-452f-bcdd-ee47ff6d15d7,139,298.12947631589867,74.33153587301547,179723112,638482,White Plains,Zurich,US,SZ,Northern America,Western Europe,Optimum Online,UPC Schweiz,2020-07-03 00:38:08.184000+00:00,2020-07-03 01:05:12.103000+00:00,15
1396,20af67d9-48de-495d-8e8c-8f0fdfe0c80f,1a03b034-1e71-4f77-a0eb-35e332c6800e,20,439.1822165081429,172.44196495222994,25746976,66003,Montreal,Montreal,CA,CA,Northern America,Northern America,Bell Canada,Bell Canada,2020-07-03 11:15:14.048000+00:00,2020-07-03 11:33:15.317000+00:00,56
4717,668b32c2-0fbf-48f7-85f5-f4b32f0cb1d9,6a7a6404-00fc-4c70-85e9-f747ccac24b6,99,347.31906424651004,133.18534739605963,127711784,414833,Rixheim,Doorn,FR,NL,Western Europe,Western Europe,Free SAS,Euronet Communications B.V.,2020-07-03 21:09:15.908000+00:00,2020-07-03 22:53:46.901000+00:00,11
2915,3de1c9d8-f2e8-43d0-931d-8b938c791412,d0cc5755-3d8f-4a01-a206-9d6d956dcec2,52,584.7736806669238,286.0600760096471,66144416,136888,Saint-Etienne-de-Valoux,Vernouillet,FR,FR,Western Europe,Western Europe,Free SAS,SFR,2020-07-03 21:15:00.544000+00:00,2020-07-03 21:54:40.135000+00:00,7
9477,d1258a55-cbd6-4d9f-a5ff-19850714a213,eb205548-32b5-468e-8755-10b708ccc05f,33,352.042937125126,102.78022489357585,42608696,130634,Beni Mellal,Agadir,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 20:08:28.623000+00:00,2020-07-03 20:22:17.009000+00:00,16
4031,5717efbb-ad7d-4fab-bdb3-13237ae79fbc,e28b93eb-45ef-40d2-a43b-12669d8ec20e,2,337.21581935214846,170.5346526685279,2536496,8526,Blois,Oostrum,FR,NL,Western Europe,Western Europe,Free SAS,KPN,2020-07-03 19:49:25.301000+00:00,2020-07-03 19:49:35.614000+00:00,11
3240,444da8c9-0813-4eb0-8183-bb53750269ca,37db9f44-1cb5-4b0b-bd14-04adc52d7051,9,337.84181302982284,82.0978477637541,11542072,35782,Salé,Marrakesh,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 13:04:39.103000+00:00,2020-07-03 13:09:19.267000+00:00,16
9481,d13c6f67-aa96-4f0b-bbe2-ef17dae2b31c,f9b83512-14cb-4a9f-a833-73a8115f2756,72,653.7563857892122,226.79297959669583,93094592,163906,Rome,Gothenburg,IT,SW,Southern Europe,Northern Europe,Telecom Italia,Com Hem,2020-07-03 20:26:33.920000+00:00,2020-07-03 20:42:06.833000+00:00,6
10288,e22420cf-6d75-4fd6-87e4-fa188b34add1,a00d3e96-a5be-4a2c-a468-1cf8df5492f7,2,271.7585701739434,54.49853808375652,2512432,9430,Agadir,Budapest,MO,HU,Northern Africa,Eastern Europe,Maroc Telecom,Kalasznet Kabel TV Kft,2020-07-03 17:13:36.734000+00:00,2020-07-03 17:17:22.294000+00:00,10
9351,cf102a0d-5b35-427e-9cde-fcdd119b7734,a61f1ed6-6ffe-4500-a1dd-e32d62c6176c,8,89.9069741611983,6.344388145087799,3591552,40124,Slattum,Vanlose,NO,DA,Northern Europe,Northern Europe,Get AS,TDC Danmark,2020-07-03 20:09:25.555000+00:00,2020-07-03 20:10:02.145000+00:00,8
7148,9bc7fa65-0cad-4277-a807-25b5b31e0547,92c35add-1a07-4bcc-a401-400cb03b3b83,9,395.79873224210706,121.72675689217655,11644344,32513,Casablanca,Madrid,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Orange Espana,2020-07-03 21:42:33.648000+00:00,2020-07-03 21:43:25.889000+00:00,32
2555,3a2f13dd-8252-4659-a861-df6fd882dc55,ae066f14-ee20-4034-b41a-1fa79cfa790d,5,234.28065697704255,61.60958029712595,2248856,10109,Fes,Villamediana de Iregua,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Orange Espana,2020-07-03 21:55:10.345000+00:00,2020-07-03 21:55:19.441000+00:00,8
2650,3b4d7001-cfb3-4e2a-8dee-3a58b1f09614,20754f1c-0dd8-4ca0-8321-a11320da8da5,13,314.0990433031699,88.76958852279404,16759448,57136,Frankfurt am Main,Arlington,GM,US,Western Europe,Northern America,Unitymedia,Verizon Fios,2020-07-03 13:05:44.425000+00:00,2020-07-03 13:31:31.247000+00:00,16
11179,f7dbbe29-3eb7-40cc-9291-f928dfd83ae8,ca4356ac-a5e8-4a0a-8b23-6a928b1ae704,26,379.8255749890614,127.99868394958634,33506864,96303,Valencia,Marrakesh,SP,MO,Southern Europe,Northern Africa,Yoigo,Maroc Telecom ADSL,2020-07-03 17:45:08.960000+00:00,2020-07-03 17:53:39.377000+00:00,9
11495,fe8433a6-aecb-4439-a6e4-64a57ca521f6,92c989e9-f432-4299-9c0b-e17b0d83bd95,48,473.2360818205577,146.90208590644542,61727168,142961,Sasso Marconi,Paris,IT,FR,Southern Europe,Western Europe,Telecom Italia Mobile,Free SAS,2020-07-03 11:23:15.881000+00:00,2020-07-03 11:39:10.387000+00:00,6
9059,c7c42798-8c26-4cbc-95a3-40742c08ad4c,495c971e-ba61-42c2-9060-604e0f440ee6,4,422.6582004483764,116.58669023717874,5069984,12580,Casablanca,Deventer,MO,NL,Northern Africa,Western Europe,Orange Morocco,KPN,2020-07-03 22:23:56.314000+00:00,2020-07-03 22:24:32.573000+00:00,32
10906,f21b84d4-4957-4d08-9c76-0784d07a7b8f,6187e0af-05a6-44c2-903c-e52e89cac1c0,7,281.3917237662875,63.03946219638511,9152968,33785,Bartlett,Cologne,US,GM,Northern America,Western Europe,Comcast Cable,NetCologne GmbH,2020-07-03 17:42:11.464000+00:00,2020-07-03 18:45:19.484000+00:00,11
10623,eb3d6a51-ec79-45ad-8e99-2b743f5106a4,57381c64-775b-4148-9408-6f498a21fe1a,1032,391.1746159597689,67.55636554281325,1333010240,3536019,Alexandria,Herstal,US,BE,Northern America,Western Europe,Comcast Cable,VOO,2020-07-03 18:18:31.968000+00:00,2020-07-03 21:35:17.560000+00:00,8
7301,9f65946a-5fb1-4b01-aba2-c2a5659c7433,3fa9db51-a38d-4e32-876b-082c73f21419,3,679.5338891529967,129.13336694685333,3899496,5884,Geneva,Zurich,SZ,SZ,Western Europe,Western Europe,K-SYS SA,Swisscom,2020-07-03 01:13:34.685000+00:00,2020-07-03 01:18:41.399000+00:00,9
6965,98055114-7624-46d4-9ed4-61403571d9dd,69205a69-3d92-4e41-86f0-6e922ae8ca4b,71,342.26079815116714,99.3406786044705,91524040,290580,Laayoune,Greenwich,MO,UK,Northern Africa,Northern Europe,Maroc Telecom,TalkTalk,2020-07-03 16:43:25.893000+00:00,2020-07-03 17:29:33.009000+00:00,18
9909,d926662a-3609-4aaa-871b-ebd7d2f57c94,0181a215-8d50-49e6-93b3-4432eda1f5b0,129,374.80704425567427,100.50051557623932,167182008,481574,Bonn,Casablanca,GM,MO,Western Europe,Northern Africa,Versatel Deutschland,Maroc Telecom,2020-07-03 14:05:49.962000+00:00,2020-07-03 15:49:37.963000+00:00,36
1146,1c3dfaac-7623-4609-8349-bdbe20a7b7f8,24fc6172-ff39-40ea-b686-9c0c44e71107,9,261.8236581073669,39.04227691158979,11530040,44954,Oujda,Amsterdam,MO,NL,Northern Africa,Western Europe,Maroc Telecom ADSL,Ziggo,2020-07-03 14:41:25.039000+00:00,2020-07-03 14:47:28.345000+00:00,7
6879,9798b1c4-c665-4a4d-ab56-fe462ad94046,124ae751-76be-4252-b447-4283f96a991a,19,279.95650484523725,46.726154538733596,24681768,90222,Dallas,Brussels,US,BE,Northern America,Western Europe,AT&T U-verse,Proximus Pickx,2020-07-03 20:22:35.498000+00:00,2020-07-03 20:35:27.923000+00:00,11
6525,90e92608-5cf0-491f-88af-bc2035014d5b,f26f5e5c-5f9e-4409-8c07-56eebe64ddd3,35,472.3171535247088,142.23203648920958,45106088,104261,Salé,Paris,MO,FR,Northern Africa,Western Europe,Orange Morocco,Free SAS,2020-07-03 22:08:24.604000+00:00,2020-07-03 22:14:27.963000+00:00,14
11395,fcdaf9fe-f7fb-4c4a-8f79-22979185a5f6,a3881d66-7eea-4268-91be-3fee9ff71cb8,5,243.6519318949137,37.38951123321402,6432984,26914,Casablanca,Enskede-Arsta-Vantoer,MO,SW,Northern Africa,Northern Europe,Maroc Telecom,Com Hem,2020-07-03 22:54:57+00:00,2020-07-03 23:01:49.042000+00:00,18
