,pid1,pid2,cnt,throughput_avg,throughput_std,total_bytes,total_timespent,city1,city2,fips_code1,fips_code2,continent_code1,continent_code2,isp1,isp2,min_ts,max_ts,cnt_neighbour
3453,4964b585-b217-486f-9b55-29c540631cbd,f7dbbe29-3eb7-40cc-9291-f928dfd83ae8,92,465.99209600462143,146.32935780040563,118603936,282956,Settat,Valencia,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Yoigo,2020-07-03 17:20:10.906000+00:00,2020-07-03 17:53:01.062000+00:00,10
5613,7a3df54c-ffd0-4c1a-a87f-9e5769f9f5f7,194214e1-ee2c-4048-8e74-74bc6b27ec84,13,1003.2464239672063,418.502275935944,16828632,19730,Massy,Orsay,FR,FR,Western Europe,Western Europe,Wifirst S.A.S.,Wifirst S.A.S.,2020-07-03 20:45:52.875000+00:00,2020-07-03 20:49:49.133000+00:00,8
5133,6d80f057-f319-408c-b69e-ca614082299a,0d690e4a-fda9-4f99-b208-3f814f3e1af5,84,370.555445105889,115.47169728504323,108782816,323028,Saint-Etienne-de-Valoux,Toronto,FR,CA,Western Europe,Northern America,Free SAS,Altima Telecom,2020-07-03 14:11:40.307000+00:00,2020-07-03 14:41:11.469000+00:00,26
560,0ce0c03f-3860-469d-bdef-0c4377f95d66,ec14a468-bd98-47bc-907a-2c742f9b0f4f,61,283.9474592116472,34.157332029049584,78606936,280948,Belfast,Mönchengladbach,UK,GM,Northern Europe,Western Europe,TalkTalk,Unitymedia,2020-07-03 14:27:38.336000+00:00,2020-07-03 14:58:15.206000+00:00,14
8736,bfd9f6b3-e6db-4eb2-986b-e05f7edb1e22,ab557166-0d33-4f4a-90b0-742476d7e6fe,97,371.6850810642316,113.23366666064895,125662584,366863,Liège,Toulouse,BE,FR,Western Europe,Western Europe,Proximus Pickx,Wifirst S.A.S.,2020-07-03 15:21:54.063000+00:00,2020-07-03 16:21:18.270000+00:00,30
227,0407fcae-6587-44b4-80a2-846e578ad876,5283cd4d-2804-4861-addb-68b8b13ceac6,4,639.3701613939932,258.0479307177382,5112096,9027,Bonn,Bazancourt,GM,FR,Western Europe,Western Europe,Unitymedia,SFR,2020-07-03 19:47:27.288000+00:00,2020-07-03 19:49:13.885000+00:00,7
4680,65a7cc99-a4b1-41fc-8174-c725df259678,f7d17371-a802-46b8-8378-58f3e0106b2d,39,376.8005429193993,111.2409726436448,49920392,144339,Frankfurt am Main,Montreal,GM,CA,Western Europe,Northern America,Unitymedia,Fibrenoire Internet,2020-07-03 18:24:29.510000+00:00,2020-07-03 19:19:22.993000+00:00,24
3174,42ed679e-c49d-40e0-b384-02bda775dff5,ce29ed15-1f5f-4892-9c87-97dfe52626e1,39,476.36963565872156,122.63568465714076,50555080,114686,Agadir,Veenendaal,MO,NL,Northern Africa,Western Europe,Maroc Telecom,KPN,2020-07-03 21:04:44.674000+00:00,2020-07-03 21:24:52.665000+00:00,31
2629,3b385322-3f87-4ff8-8be1-00760e0b6313,f35fe6eb-7e6a-4db4-9ac3-7abaaa6f9c94,14,591.5033563862663,185.2454888485872,18023184,34335,Rabat,Jessheim,MO,NO,Northern Africa,Northern Europe,Maroc Telecom,Get AS,2020-07-03 00:09:47.784000+00:00,2020-07-03 00:12:39.276000+00:00,24
9455,d0ea9a19-d507-44a6-9d28-3efbe6fdc91b,593a64ae-7e5a-44f8-ac36-56757eebd863,32,382.58312627358885,96.66870970906595,41044160,114321,Dortmund,Allentown,GM,US,Western Europe,Northern America,Unitymedia,RCN,2020-07-03 20:34:27.985000+00:00,2020-07-03 20:40:53.439000+00:00,10
9632,d4c04e49-7ff9-4009-92c6-80a4e192cc5e,30506a65-11e6-4ab7-9dec-95f30cb9d9d5,7,381.5209120507554,109.5179890981251,9008584,25694,Ad Darwa,De Lier,MO,NL,Northern Africa,Western Europe,Maroc Telecom,CAIW Internet,2020-07-03 21:12:28.040000+00:00,2020-07-03 21:19:25.914000+00:00,29
9136,c89d69cb-0362-43af-84b8-aa0992170124,d2e0acf5-2af6-450c-b42b-720195771af7,2,82.01022447192187,10.192232424944232,423376,5266,Bensekrane,Constantine,AG,AG,Northern Africa,Northern Africa,Algerie Telecom,Algerie Telecom,2020-07-03 18:49:51.321000+00:00,2020-07-03 18:50:10.348000+00:00,6
6433,8f0f5c09-4617-4eb9-b9bd-bc957879a728,3a150b49-8d67-4e5d-960c-7657dbcbfa14,137,307.09374416644437,66.99942912525042,177255800,604216,Herstal,Montreal,BE,CA,Western Europe,Northern America,VOO,Fibrenoire,2020-07-03 21:00:18.686000+00:00,2020-07-03 21:43:30.950000+00:00,20
11016,f384cb56-edec-4f05-8548-4748a48dfbb9,a00d3e96-a5be-4a2c-a468-1cf8df5492f7,2506,563.8110492811697,188.68141973981986,3233146544,6497914,Amsterdam,Budapest,NL,HU,Western Europe,Eastern Europe,Euronet Communications B.V.,Kalasznet Kabel TV Kft,2020-07-03 01:22:54.697000+00:00,2020-07-03 19:10:41.239000+00:00,32
8102,afe55168-f960-40b4-88c5-b2583a6228d5,9d507558-c940-4092-9e04-bf1283cdafc5,11,90.37709502568268,5.71859753038889,4973352,55187,Casablanca,Fes,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 08:17:38.076000+00:00,2020-07-03 08:18:31.776000+00:00,11
10584,e96a15af-0809-4949-a4ff-a250ec335b6d,e44f2b7f-006f-4499-8fd4-986705d4c1e3,91,471.07572189399826,155.79310685016043,116852904,273892,Vandoeuvre-les-Nancy,Zamora,FR,SP,Western Europe,Southern Europe,Renater,Vodafone Ono,2020-07-03 11:41:08.270000+00:00,2020-07-03 12:40:11.845000+00:00,15
2832,3d57ed22-eb32-4a7c-92f7-3b59c66dcd0f,3da9d147-5a58-4a0e-ab34-d65e56fb9125,26,528.9058744344156,163.37619231151513,33302320,70454,Casablanca,Barcelona,MO,SP,Northern Africa,Southern Europe,Maroc Telecom,Masmovil,2020-07-03 21:48:53.328000+00:00,2020-07-03 21:56:43.603000+00:00,13
3216,43c0a864-a4ff-4ca8-815a-d4cc60d0505c,4c01eaf7-bed8-4339-b24a-a272b0a70b1d,2,272.8391604853265,71.00911505379064,2572592,9749,Meknes,Zawyat an Nwacer,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom ADSL,2020-07-03 20:12:41.537000+00:00,2020-07-03 20:13:02.819000+00:00,7
405,083ba8cc-e623-42dd-a427-175dbd172937,12792c1c-8847-44e3-9724-907b2e0a4cef,12,719.6210848217823,222.10212249799747,15348320,23617,Casablanca,Rabat,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Maroc Telecom,2020-07-03 11:59:03.691000+00:00,2020-07-03 12:03:52.584000+00:00,7
4743,67078d8d-1f56-42d6-8c7f-908cfad224b3,85629ae2-ea7b-44d8-a82e-83d7ffddedfc,96,505.8778406890053,181.69887396818166,123655872,278317,Berlin,Tavira,GM,PO,Western Europe,Southern Europe,TeleColumbus,"Nos Comunicacoes, S.A.",2020-07-03 20:09:43.895000+00:00,2020-07-03 21:28:47.834000+00:00,12
54,01880735-1d29-443a-b04f-10879dab4ca3,aedcc08a-e685-4ae6-8212-d92e972d2346,5,363.6672823052443,102.94163227488282,6369816,18635,Rabat,The Hague,MO,NL,Northern Africa,Western Europe,Maroc Telecom,KPN,2020-07-03 12:18:32.772000+00:00,2020-07-03 12:24:36.646000+00:00,19
7783,a6b5bd97-70fc-4dd8-a5e6-b6b30ef63af2,7eeffd91-c3ca-4e95-9533-75d5c3239163,8,365.7843448577076,76.96974155192987,10371584,29623,Montreal,Rome,CA,IT,Northern America,Southern Europe,Cogent Communications,Wind Tre,2020-07-03 19:18:09.335000+00:00,2020-07-03 19:21:47.003000+00:00,7
7755,a54654d9-2ef7-4b8e-904f-fb899b7ec6d7,987d3916-e0b7-4ecf-9109-3eb4ac9ca599,14,75.71007370475999,8.578906401891562,6282960,84064,Monsummano Terme,Lille,IT,FR,Southern Europe,Western Europe,Telecom Italia,Bouygues Telecom,2020-07-03 15:02:03.576000+00:00,2020-07-03 15:05:52.590000+00:00,14
11033,f3fb9530-8218-4672-8d39-27fd2ffa464f,34853c9d-85e7-42d3-8819-6991c59ba1c4,11,92.07089896480673,13.773253012779344,4934248,54967,Newark,Cardiff,US,UK,Northern America,Northern Europe,Comcast Cable,Virgin Media,2020-07-03 17:09:04.899000+00:00,2020-07-03 17:10:14.696000+00:00,43
4844,693992c9-db37-444a-9f34-e973bbde0c1d,92c989e9-f432-4299-9c0b-e17b0d83bd95,4,862.5564428702737,76.24623979160732,5334688,6239,Casablanca,Paris,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Free SAS,2020-07-03 12:39:06.842000+00:00,2020-07-03 12:40:46.135000+00:00,17
6468,901b6c24-d9f3-40ed-8459-6ef43c2fc805,93a4f285-62d8-4e85-a7cf-b8002731dffd,53,409.0030841387012,134.67622686597156,68521112,183213,Västerås,Lleida,SW,SP,Northern Europe,Southern Europe,Telenor Sverige AB,Jazztel,2020-07-03 22:13:09.212000+00:00,2020-07-03 23:22:28.836000+00:00,7
9357,cf2b972b-ef74-4878-9c61-c21c97bd4098,a1bb322c-f66c-4bd5-86f3-d7edd81aa3b6,20,272.93263141650795,56.15755489365293,25846240,97996,Gardner,Montreal,US,CA,Northern America,Northern America,Comcast Cable,Bell Canada,2020-07-03 01:31:20.859000+00:00,2020-07-03 01:42:05.405000+00:00,9
6821,96afe355-019c-4699-a94f-216c4cd2bacf,d71fd503-45db-4e29-8f55-2e3e5e37fb86,12,225.68142405103157,140.90781340983787,8842016,43130,Casablanca,Riyadh,MO,SA,Northern Africa,Western Asia,Maroc Telecom,SaudiNet,2020-07-03 22:48:07.496000+00:00,2020-07-03 22:56:19.426000+00:00,8
6808,96a04656-58de-445e-a3d3-d0a00650c4f4,51e4643e-e7a9-4165-9efe-c3c23ac931af,2,274.89152438420456,60.87940597865388,2488368,9278,Montreal,Stockholm,CA,SW,Northern America,Northern Europe,Bell Canada,Telia,2020-07-03 20:32:41.954000+00:00,2020-07-03 20:33:53.728000+00:00,12
3484,4982e169-feac-4a1a-82d0-d7728068425e,948edec6-d937-49f1-b84f-589abf6e366b,11,257.7253492656698,53.07707273251117,14129704,56751,Gardner,Düsseldorf,US,GM,Northern America,Western Europe,Comcast Cable,Unitymedia,2020-07-03 20:00:19.690000+00:00,2020-07-03 21:06:07.199000+00:00,18
6832,96dc949d-74e3-44f8-91a9-e130c821800c,de191088-c3dc-4ceb-9fb1-6b5877cd1da9,2,335.564777634617,171.53372432465937,2608688,8879,Berlin,Camp Hill,GM,US,Western Europe,Northern America,Vodafone Kabel Deutschland,Comcast Cable,2020-07-03 15:45:23.881000+00:00,2020-07-03 15:45:34.144000+00:00,9
1739,2777fdcb-de45-4f9b-9125-5135af8d7eab,ce83dd3a-db8b-40fd-b79e-ab6c6fc7ee54,87,742.537167279763,267.1457023982195,112459720,184579,Brescia,Potsdam,IT,GM,Southern Europe,Western Europe,Fastweb,Deutsches Forschungsnetz,2020-07-03 11:30:19.032000+00:00,2020-07-03 11:56:21.149000+00:00,8
8482,ba6d9d78-1da1-4efb-bf1b-2816083f0dfa,cb2b46f4-24cf-4be9-9a06-7334cac22829,49,280.1601953935807,65.1554126252011,62488568,231473,Valencia,Porto,SP,PO,Southern Europe,Southern Europe,Yoigo,"Nos Comunicacoes, S.A.",2020-07-03 16:01:28.836000+00:00,2020-07-03 16:40:03.465000+00:00,6
5216,6ee4859e-6372-43c1-b651-44858ca1fc14,03dc642e-f5d0-40bd-9a1c-4dd33c3e46e5,3,206.8820891199797,25.871000628355947,3060264,14873,Salé,Schopp,MO,GM,Northern Africa,Western Europe,Maroc Telecom,Deutsche Telekom AG,2020-07-03 12:19:10.382000+00:00,2020-07-03 12:33:44.810000+00:00,16
7170,9c614678-9ea2-4e58-afa7-de33eef191b2,3582cb17-ba5f-4902-bf14-bb59ad40e06d,23,568.6161809711459,203.99383908176634,29559240,59465,L'Hospitalet de Llobregat,Oostrum,SP,NL,Southern Europe,Western Europe,Jazztel,KPN,2020-07-03 20:42:27.103000+00:00,2020-07-03 20:53:30.305000+00:00,6
2593,3aa5d7a3-4658-496b-a406-4d907c820996,195e3c0d-cedb-4cc9-a33d-9e7ac731cbc3,4,299.6219490452943,4.987754826699167,5163232,17237,Brussels,Montreal,BE,CA,Western Europe,Northern America,Telenet,Videotron Ltee,2020-07-03 18:55:15.145000+00:00,2020-07-03 18:59:36.125000+00:00,35
7278,9ec90b92-1a80-46b5-a81b-01e812d45795,73d8e8fc-1acd-407d-bf7a-0ac5f0c5191c,3,229.83968211683964,46.13979821632807,3640808,15932,Düsseldorf,Fayetteville,GM,US,Western Europe,Northern America,Vodafone DSL,Spectrum,2020-07-03 23:13:59.955000+00:00,2020-07-03 23:20:25.148000+00:00,12
745,110fd4fa-f7b9-4443-98ed-54bfae6d23d2,c39995cb-61f1-4c3c-8c1e-0f41e6ddb7cf,2,274.7923532327694,52.61688024742768,2608688,9657,Marrakesh,Barakaldo,MO,SP,Northern Africa,Southern Europe,Orange Morocco,Euskaltel S.A.,2020-07-03 17:53:08.547000+00:00,2020-07-03 17:53:12.835000+00:00,34
918,1697392c-20d7-4609-9c8d-db20ff9b60a4,6e503412-4b3a-472c-a27f-8db46f68111e,2,289.2067192241521,142.19271390683645,1817584,7157,Oujda,Coulanges-les-Nevers,MO,FR,Northern Africa,Western Europe,Maroc Telecom,SFR,2020-07-03 12:50:46.269000+00:00,2020-07-03 12:50:48.654000+00:00,9
2245,341ede1e-5e03-4fa4-8f7e-e5072aa7fce2,70d8bacc-13d8-4f43-bf1a-cb440416562e,142,323.9290232202611,80.15433631606822,183114256,596501,Brussels,Tangier,BE,MO,Western Europe,Northern Africa,Telenet,Maroc Telecom,2020-07-03 19:48:29.158000+00:00,2020-07-03 22:02:34.564000+00:00,13
6131,88e15d6e-f47a-41bf-ab71-9bda292f910f,ce697da3-09cb-495a-9cdc-fcaf98751685,7,300.31488114080986,55.43015015077907,7576776,26264,Akron,Liège,US,BE,Northern America,Western Europe,Spectrum,Proximus Pickx,2020-07-03 21:08:54.605000+00:00,2020-07-03 21:15:47.397000+00:00,6
10947,f26f5e5c-5f9e-4409-8c07-56eebe64ddd3,4c04e054-f0f9-4fea-b053-8f7c06946f83,22,348.6164796453478,99.5863957322154,28090960,87350,Paris,White Plains,FR,US,Western Europe,Northern America,Free SAS,Optimum Online,2020-07-03 20:50:42.613000+00:00,2020-07-03 23:41:58.631000+00:00,19
7100,9a835935-379c-466d-8f5e-7bb3754688a9,8b4f24c7-b86b-4de7-af22-7d333f94bc5d,49,211.27587513642948,136.9468642146846,9214068,59819,Toulouse,Hayes,FR,UK,Western Europe,Northern Europe,Wifirst S.A.S.,Sky Broadband,2020-07-03 19:48:04.497000+00:00,2020-07-03 20:06:03.577000+00:00,16
4597,630989b4-9e0c-4894-abab-70bf2e7fc641,d67318c5-6c21-42ad-ad25-33b0daa40f07,13,73.5462947568033,3.5733115248975196,5822360,79328,Nador,Trento,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,Vodafone Italia DSL,2020-07-03 19:14:01.903000+00:00,2020-07-03 19:18:48.847000+00:00,12
4830,69205a69-3d92-4e41-86f0-6e922ae8ca4b,37524dff-6eed-41a8-8f13-f64aaae9735f,7,865.6719277872874,357.22167971389393,9071752,14080,Greenwich,Persan,UK,FR,Northern Europe,Western Europe,TalkTalk,Bouygues Telecom,2020-07-03 14:11:51.405000+00:00,2020-07-03 14:15:32.372000+00:00,43
10051,dd3e7edd-50c8-4cd1-959f-37ef2b3d4294,3f41ae9f-9829-4683-9521-69c5d25b8b04,69,332.5637932855664,45.598751001468976,88984536,273198,Salé,Nantes,MO,FR,Northern Africa,Western Europe,Maroc Telecom,SFR,2020-07-03 15:10:01.874000+00:00,2020-07-03 15:28:49.906000+00:00,12
5855,82482204-6cbb-4458-aa75-6531fee3ced5,f41b994a-8871-4f30-9792-5eec02c7a4d0,17,280.5083687147642,42.46034669721807,21745208,79039,Salé,Tallahassee,MO,US,Northern Africa,Northern America,Maroc Telecom,Comcast Cable,2020-07-03 17:31:56.172000+00:00,2020-07-03 17:41:34.588000+00:00,21
8129,b04b2cb5-2895-4b41-b4f0-1181fce6c408,9f65946a-5fb1-4b01-aba2-c2a5659c7433,129,433.55305734354124,132.41065778932463,166466104,427080,Wirral,Geneva,UK,SZ,Northern Europe,Western Europe,Sky Broadband,K-SYS SA,2020-07-03 00:33:21.435000+00:00,2020-07-03 01:20:42.307000+00:00,13
6001,8633c65c-beeb-40d1-8dbc-f1242ec1405f,e460fd12-e6c5-4388-8389-2bf40ead9ec0,9,751.5139993720279,378.3562571259881,11557112,19154,Porto,Palaiseau,PO,FR,Southern Europe,Western Europe,"Nos Comunicacoes, S.A.",Bouygues Telecom,2020-07-03 10:32:47.751000+00:00,2020-07-03 10:38:29.335000+00:00,9
4858,698a6024-f98c-46dd-9209-ed1d43de21a9,736b0769-2f39-4772-af59-3a444f87e2e0,5,468.15349983836296,262.759397860512,6517208,16358,Brussels,Caen,BE,FR,Western Europe,Western Europe,Proximus Pickx,Orange,2020-07-03 20:03:37.653000+00:00,2020-07-03 20:10:43.798000+00:00,9
606,0db5d62b-e33e-42e5-ae96-c21ebe565cb2,fb2bec6f-b9dc-438c-80cc-615b29f460e6,8,376.29683175767633,101.13280674579141,10317440,29283,Roscrea,Brussels,EI,BE,Northern Europe,Western Europe,Vodafone Ireland,Telenet,2020-07-03 21:14:01.433000+00:00,2020-07-03 21:21:58.421000+00:00,22
3651,4dee1092-d5b2-4f36-85ac-b19ad97be001,585a2638-ecd8-4373-81c3-0ed082290f3b,2,288.2741774561487,105.4332232890512,2599664,9595,Berrechid,Casablanca,MO,MO,Northern Africa,Northern Africa,Maroc Telecom,Orange Morocco,2020-07-03 11:37:19.901000+00:00,2020-07-03 11:37:47.722000+00:00,7
11015,f384cb56-edec-4f05-8548-4748a48dfbb9,c79119f4-62e8-4770-a9d2-f3b6d245ada6,50,649.8205258313814,218.58782884220582,64970544,114383,Amsterdam,Grossbettlingen,NL,GM,Western Europe,Western Europe,Euronet Communications B.V.,Deutsche Telekom AG,2020-07-03 10:26:22.997000+00:00,2020-07-03 11:47:23.327000+00:00,32
2780,3c3bd3a2-e0be-49e5-a3c0-29995ff86703,857f4f47-8ad2-4d30-bc7f-c7083580d990,2,234.53986548917828,16.3019205881978,2623728,11210,Paris,Stuttgart,FR,GM,Western Europe,Western Europe,Wifirst S.A.S.,O2 Deutschland,2020-07-03 23:07:21.833000+00:00,2020-07-03 23:07:40.066000+00:00,11
10117,dee59f0d-c336-4701-91b0-944e89c4ef58,6b6f9589-1add-46c7-ad2d-3757b908c43b,4,299.43876933247617,86.36187235453174,5187296,18363,Casablanca,Gennevilliers,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Free SAS,2020-07-03 20:53:48.172000+00:00,2020-07-03 20:54:11.784000+00:00,7
9070,c7c42798-8c26-4cbc-95a3-40742c08ad4c,94b280c7-e64f-4017-8562-ff92668f5ef5,18,396.8805229292797,114.11101491994998,23180400,63287,Casablanca,Belfast,MO,UK,Northern Africa,Northern Europe,Orange Morocco,TalkTalk,2020-07-03 21:55:52.953000+00:00,2020-07-03 22:08:55.257000+00:00,32
3728,4f053f70-7c35-412d-a7d0-5df5ed900ebe,8419f8f0-1dcf-4a4b-b5ff-2e8c260e5e85,59,280.30187635821466,56.08654264675209,76121576,282951,Tangier,Gatineau,MO,CA,Northern Africa,Northern America,Maroc Telecom,Videotron Ltee,2020-07-03 21:06:35.049000+00:00,2020-07-03 21:31:31.630000+00:00,15
10649,ec19c020-9be6-4ecd-86b3-00d02ca47f33,865fd313-5cfc-4f35-8869-e1780ef042d1,2,57.79392839130417,4.623011778593284,882096,15297,Monsummano Terme,Montreal,IT,CA,Southern Europe,Northern America,Telecom Italia,Bell Canada,2020-07-03 21:45:10.378000+00:00,2020-07-03 21:45:18.760000+00:00,8
2155,326d05bd-a612-46ee-b2d8-e2687f894a4c,b8be1716-0fd3-4d5f-957b-71a4a4d3d406,79,296.7679437893612,65.04312171262107,102118216,359233,Montreal,Kista,CA,SW,Northern America,Northern Europe,VIF Internet,Com Hem,2020-07-03 17:10:30.225000+00:00,2020-07-03 17:45:39.873000+00:00,8
8806,c1f19a10-283e-4dce-bad7-f592e3df4ebf,acd6d9d6-2d9e-48d3-a3f0-4d07cfa11f3b,23,262.84965693008917,35.336655332368935,29721672,114967,Piacenza,Jacksonville,IT,US,Southern Europe,Northern America,Wind Tre,Comcast Cable,2020-07-03 12:45:29.128000+00:00,2020-07-03 12:52:49.519000+00:00,40
2841,3d57ed22-eb32-4a7c-92f7-3b59c66dcd0f,3c3bd3a2-e0be-49e5-a3c0-29995ff86703,31,448.168812635734,151.15980915182095,40096264,101488,Casablanca,Paris,MO,FR,Northern Africa,Western Europe,Maroc Telecom,Wifirst S.A.S.,2020-07-03 21:58:49.097000+00:00,2020-07-03 22:38:25.841000+00:00,13
7973,acd6d9d6-2d9e-48d3-a3f0-4d07cfa11f3b,87bbe7a8-7fd7-4b26-8562-d2d7c609290f,218,346.1804674106265,71.86387396982937,281272816,850630,Jacksonville,Paris,US,FR,Northern America,Western Europe,Comcast Cable,Free SAS,2020-07-03 15:11:03.321000+00:00,2020-07-03 17:50:52.785000+00:00,17
5280,717889ec-d724-4d4f-9f8f-71389093d3b0,866ae780-44cb-48e1-b729-052054231cfa,26,256.5590167885717,29.86666025754424,33497840,132085,Brescia,Quincy,IT,US,Southern Europe,Northern America,Fastweb,Comcast Cable,2020-07-03 22:01:15.540000+00:00,2020-07-03 23:48:07.772000+00:00,16
4938,6b70f1e1-fd32-4bc7-9c0b-80575373995c,0c2041d1-341a-4904-a0a3-c9ad25c4843b,6,287.9563077841609,56.80998409499288,7859152,28069,The Hague,Algeciras,NL,SP,Western Europe,Southern Europe,Ziggo,Vodafone Spain,2020-07-03 20:22:13.733000+00:00,2020-07-03 20:29:06.369000+00:00,7
11439,fd0c9373-08ec-4d28-b93d-35889c1b6352,e460fd12-e6c5-4388-8389-2bf40ead9ec0,256,503.9282928735177,138.17279736833825,329222592,708636,Rennes,Palaiseau,FR,FR,Western Europe,Western Europe,SFR,Bouygues Telecom,2020-07-03 11:06:15.498000+00:00,2020-07-03 12:15:39.824000+00:00,25
8769,c0305145-e976-45b5-a1c4-9cf3d02765af,2190c4da-997c-44fd-9adb-8a93b8191768,11,269.7071717102699,31.718438639927314,14189864,53227,White Plains,Arlington,US,US,Northern America,Northern America,Optimum Online,Comcast Cable,2020-07-03 01:18:01.564000+00:00,2020-07-03 01:24:22.246000+00:00,15
5735,7f483aa5-ba7c-4125-b1cf-a13e3d072316,a6cab75b-0acb-437e-bcb7-fab457ff7e10,12,310.3444170165199,40.76476627581744,15474656,50777,Rabat,Jacksonville,MO,US,Northern Africa,Northern America,Maroc Telecom,Comcast Cable,2020-07-03 19:09:39.395000+00:00,2020-07-03 19:13:51.158000+00:00,25
7434,a05885f5-23b9-4630-bd7c-e99493e4cb92,8bc84d72-e14c-4ad7-837d-76c005eea3f4,3,166.0613468144445,43.55380931022791,1345704,8538,Montreal,Casablanca,CA,MO,Northern America,Northern Africa,Altima Telecom,Orange Morocco,2020-07-03 00:41:59.813000+00:00,2020-07-03 00:42:05.893000+00:00,8
3624,4dc112de-17cd-4685-aa3f-5405103d6f67,a5b1c5be-b1dd-4708-bb4e-7a9268a1572a,30,330.06139606319243,68.57574819370932,37885008,119257,Philadelphia,Casablanca,US,MO,Northern America,Northern Africa,Verizon Fios,Maroc Telecom,2020-07-03 19:22:01.794000+00:00,2020-07-03 19:33:38.366000+00:00,6
3771,50c38cc9-aeef-4039-9c8a-599efbce806b,23f29bcd-590b-4fe6-93cf-c33ed61de7be,9,484.4312376426391,165.80760973452414,11674424,27024,Rabat,Cureggio,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,EOLO,2020-07-03 23:45:42.273000+00:00,2020-07-03 23:48:15.033000+00:00,15
286,071cc8ed-610d-41c3-9241-d2345b2f4abe,1bf23f16-7110-44c0-9d3b-bac68df82729,97,283.6861981604535,59.64576262276913,125103096,460051,Romelanda,Temara,SW,MO,Northern Europe,Northern Africa,Hi3G Access AB,Maroc Telecom,2020-07-03 16:19:15.627000+00:00,2020-07-03 16:59:34.730000+00:00,19
51,0181a215-8d50-49e6-93b3-4432eda1f5b0,d926662a-3609-4aaa-871b-ebd7d2f57c94,72,322.51556963373304,99.90296254758019,93488640,313110,Casablanca,Bonn,MO,GM,Northern Africa,Western Europe,Maroc Telecom,Versatel Deutschland,2020-07-03 14:17:58.954000+00:00,2020-07-03 15:47:53.312000+00:00,14
372,07eec916-ef75-4ffd-b396-22a8c87c8efa,6da5d4d7-140b-4711-9f7a-bfc322053889,6,113.35098990975902,28.679352992070687,2676368,24822,Errachidia,Belfast,MO,UK,Northern Africa,Northern Europe,Maroc Telecom,TalkTalk,2020-07-03 21:42:34.219000+00:00,2020-07-03 21:43:02.632000+00:00,9
4741,67078d8d-1f56-42d6-8c7f-908cfad224b3,6fe1135a-b350-4cc5-9661-9aa9a7b34375,14,277.07004212159796,70.28180241987602,18113424,68466,Berlin,Limal,GM,BE,Western Europe,Western Europe,TeleColumbus,Scarlet Belgium,2020-07-03 20:00:03.961000+00:00,2020-07-03 21:26:15.467000+00:00,12
3855,532ace97-805f-4215-b9fc-a71c1da87a3d,c9b68662-fb3e-408b-8616-348dde36b141,25,566.6459402125212,218.04966150455957,32270200,65855,La Louvière,Brussels,BE,BE,Western Europe,Western Europe,Proximus Pickx,Telenet,2020-07-03 08:40:30.518000+00:00,2020-07-03 08:48:10.009000+00:00,20
8863,c2864a8e-6935-44da-beac-2609c941d459,891e27b7-32f7-4226-a904-26da4f4c1632,36,340.7136458532908,101.32185991137659,46547296,148326,Montreal,Paris,CA,FR,Northern America,Western Europe,Bell Canada,SFR,2020-07-03 20:34:39.637000+00:00,2020-07-03 20:47:47.171000+00:00,41
3753,502184df-3f14-49b9-8be6-00320491bb1a,5d225edc-7a1a-4556-bce9-265abf505614,3,198.07204485421352,17.07481531262513,3592680,18109,Alvsjo,Ben Guerir,SW,MO,Northern Europe,Northern Africa,Com Hem,Maroc Telecom,2020-07-03 11:59:19.480000+00:00,2020-07-03 12:32:17.254000+00:00,14
92,02acefdd-90b6-45fe-8ade-9eb574b74955,089684d1-1228-4f11-9312-433afc08255a,12,372.8638598049127,111.7673001547964,14981344,43757,Fes,Tours,MO,FR,Northern Africa,Western Europe,Maroc Telecom,SFR,2020-07-03 12:33:40.667000+00:00,2020-07-03 13:01:05.966000+00:00,22
7696,a46ecf29-d5b5-4cc7-a75c-69e3e549d344,56c48798-2b74-456b-9fe4-20173bddfc8a,18,361.70173190360686,112.85768230279652,23105200,71096,Frankfurt am Main,Casablanca,GM,MO,Western Europe,Northern Africa,Unitymedia,Maroc Telecom ADSL,2020-07-03 21:14:12.108000+00:00,2020-07-03 21:18:06.347000+00:00,12
2587,3aa5d7a3-4658-496b-a406-4d907c820996,f2653b9a-ca33-4f10-9ed7-df766008d6d2,133,329.77663473797855,75.6161106073435,169054488,539138,Brussels,Arlington,BE,US,Western Europe,Northern America,Telenet,Verizon Fios,2020-07-03 18:03:50.696000+00:00,2020-07-03 18:48:23.195000+00:00,35
5655,7c3a7ead-7421-4961-8777-92fb89c83701,488368ce-41f2-4a3b-bade-0dd4432ea975,8,109.06641556717847,24.90631485729438,3573504,34377,Mrirt,Bologna,MO,IT,Northern Africa,Southern Europe,Maroc Telecom,Telecom Italia,2020-07-03 17:09:15.221000+00:00,2020-07-03 17:12:12.886000+00:00,11
